sample_name_short,,OxicEvo04EcoliGlc_Broth-10,OxicEvo04EcoliGlc_Broth-11,OxicEvo04EcoliGlc_Broth-12,OxicEvo04EcoliGlc_Broth-4,OxicEvo04EcoliGlc_Broth-5,OxicEvo04EcoliGlc_Broth-6,OxicEvo04gndEcoliGlc_Broth-1,OxicEvo04gndEcoliGlc_Broth-2,OxicEvo04gndEcoliGlc_Broth-3,OxicEvo04gndEcoliGlc_Broth-7,OxicEvo04gndEcoliGlc_Broth-8,OxicEvo04gndEcoliGlc_Broth-9,OxicEvo04pgiEcoliGlc_Broth-1,OxicEvo04pgiEcoliGlc_Broth-2,OxicEvo04pgiEcoliGlc_Broth-3,OxicEvo04pgiEcoliGlc_Broth-4,OxicEvo04pgiEcoliGlc_Broth-5,OxicEvo04pgiEcoliGlc_Broth-6,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,OxicEvo04ptsHIcrrEcoliGlc_Broth-2,OxicEvo04ptsHIcrrEcoliGlc_Broth-3,OxicEvo04ptsHIcrrEcoliGlc_Broth-4,OxicEvo04ptsHIcrrEcoliGlc_Broth-5,OxicEvo04ptsHIcrrEcoliGlc_Broth-6,OxicEvo04sdhCBEcoliGlc_Broth-1,OxicEvo04sdhCBEcoliGlc_Broth-2,OxicEvo04sdhCBEcoliGlc_Broth-3,OxicEvo04sdhCBEcoliGlc_Broth-4,OxicEvo04sdhCBEcoliGlc_Broth-5,OxicEvo04sdhCBEcoliGlc_Broth-6,OxicEvo04tpiAEcoliGlc_Broth-1,OxicEvo04tpiAEcoliGlc_Broth-2,OxicEvo04tpiAEcoliGlc_Broth-3,OxicEvo04tpiAEcoliGlc_Broth-4,OxicEvo04tpiAEcoliGlc_Broth-5,OxicEvo04tpiAEcoliGlc_Broth-6
dcdp.dcdp_1.Light,dcdp,0.0571701830682793,0.0493086514350319,0.0651313472771385,0.067715545572928,0.0440900218045621,0.0503033888623323,0.0644484373749326,0.0547780164600786,0.0524156825373307,0.0562280371073243,0.0413681936226473,0.0368025404688665,0.0394089643232858,0.0517070324643717,0.0430730487794943,0.03327554877211,0.0524097249461481,0.0516700477348319,0.06073813375852,0.0973971092777661,0.0642843486478208,0.077654481312823,0.0788960884300084,0.0634328964771811,0.0211025626073061,0.0401984626707967,0.0517852359531306,0.0266311497485281,0.045205471573062,0.0497917209719329,0.0393925219251981,0.0449996808988369,0.0318222125920721,0.0282669613568455,0.0499622842969197,0.0239170693671961
dcmp.dcmp_1.Light,dcmp,0.0109285133678656,0.0100521977667354,0.0122141907313538,0.0109507981825946,0.00891929026288033,0.0108757463296884,0.0126062450197977,0.0117518945044051,0.0133747311105122,0.0145905094473855,0.0146744341499238,0.00926441176449936,0.011687307708032,0.0203292049745999,0.0226567716511739,0.0120375161859497,0.0149632807674481,0.019980613456385,0.0218302791449448,0.0193919237597978,0.0122061602351114,0.0165710301851952,0.0265992357370191,0.0106815959950611,0.0212351262370459,0.0117181864651554,0.0167996684243133,0.0188069837050018,0.0117794903525284,0.0210758429481906,0.00749822178681365,0.00815784006590199,0.0101115936003303,0.00833391850546759,0.00916614845749561,0.00962981616563364
dctp.dctp_1.Light,dctp,0.148052077209786,0.136625375370342,0.135684121014224,0.10767863919672,0.155991587241024,0.187466839419403,0.212500507559507,0.141871677652426,0.16234026738488,0.203657498485337,0.141119619089518,0.212872654104189,0.0919430913827001,0.0967534415496008,0.113949347445439,0.0913334845190414,0.0740288157252614,0.105955839917393,0.150920710057612,0.171826687658498,0.117762358799835,0.142855096557702,0.153775440707709,0.106097304804659,0.154226296179644,0.127192735704079,0.149786264958025,0.140024375551979,0.143662327727565,0.168591411402694,0.0584662493176455,0.118920814186236,0.0622648059577451,0.0679133574225934,0.108326250896695,0.0606635186320877
dhap.dhap_1.Light,dhap,1.255442552252,1.43925919174879,1.09488800479311,1.11352434285992,1.31853502704965,1.19722782293091,4.02844382174126,4.69614006510295,2.63922692809326,4.161952765908,4.28180585456171,2.57843199528582,0.745285099906563,0.567286354324305,0.891186915300755,0.646973069517268,0.50150023995088,1.03536801729714,2.62569929311223,4.46992351435947,1.81210048590763,3.17942153116942,4.08150594129083,2.26608613678239,2.51910381139083,2.06336643070543,2.39101812745923,1.63088414556915,1.62092246920686,2.6327310675914,10.4312833569609,22.1144880731438,18.6251203066285,12.1040108763111,12.181986811509,13.6200277969303
dimp.dimp_1.Light,dimp,0.000459187214953877,0.000444286686686081,0.000444505537757917,0.000459187214953877,0.000444286686686081,0.000444505537757917,0.00275725100584895,0.00285763859621252,0.00136323934530147,0.00313662749822972,0.0010792221023555,0.00126745408170813,0.00169564223919106,0.000806012146377973,0.00231604547065858,0.001181994044335,0.00130154280740974,0.00239198258278454,0.00325063253613424,0.00394199255714814,0.00259629730015463,0.00400705994696097,0.00275434277288475,0.00181558542351185,0.0111377265824454,0.0115594270950285,0.00385493428219695,0.00997273870399017,0.010288443883765,0.00430370096160866,0.000911638326414592,0.00552297351054033,0.00225371733418943,0.0010983886735987,0.00272066411965687,0.00152178687128246
dtdpglu.dtdpglu_1.Light,dtdpglu,0.0038922315494743,0.00359847425018609,0.00308428346275225,0.00474520945460275,0.00353228975104383,0.00319901834314725,0.00827234080889212,0.00552715125076654,0.00621245879302138,0.00777210377716408,0.00761466627014129,0.00903468796379523,0.0146327252980075,0.0195210452770425,0.0151790069326628,0.0128697538683985,0.0121354804689232,0.0113630480138379,0.00422240443322346,0.00582201199557163,0.00613700476656683,0.00348073078169378,0.00384647543109865,0.00471328775678025,0.00373328145054189,0.00464175178941647,0.00349563452073245,0.00414958345679922,0.00597562844154101,0.00368273692374062,0.00224046946260128,0.0033594841956288,0.00320139288616086,0.00196841061358717,0.0027315072754337,0.00321073677415461
dtmp.dtmp_1.Light,dtmp,0.0877692164614897,0.101439164436209,0.0989359316373583,0.0852957287622501,0.087339147084387,0.0956849270380536,0.266983803350663,0.316200471386548,0.183427213284969,0.268392258333469,0.282835366399475,0.198926249164342,0.277951766588956,0.28553897062623,0.320198887671428,0.257321350498997,0.322670871198792,0.388785775696982,0.294274742243598,0.335367299236259,0.212535505467273,0.320214816091249,0.353221436221775,0.208282150846679,0.125245893345531,0.172811302138567,0.150937157378087,0.127972675276877,0.154845515046055,0.137388217135931,0.0820553198315593,0.112158341232219,0.0901879141104801,0.0784815318991564,0.102487201995993,0.0862257274849153
dttp.dttp_1.Light,dttp,1.37089021162244,1.74282650743124,1.30191731289899,1.37549335452217,1.25558703113106,1.10382366003017,1.44028888170952,1.33643588311574,1.71169476752849,1.73348501509329,1.09771428516659,1.98129307125081,0.40019953099715,0.589693867933937,0.893948286385688,0.55804724903415,0.615778291880259,1.0193532227094,0.450570541345398,0.717383834272914,0.451484953457202,0.482896098544417,0.608755722180195,0.469976417817898,0.894911554353801,0.872182265600143,1.14123018296403,0.984030283616199,0.907361515998162,1.2188598444744,0.855667502289332,0.90124795936235,0.729390213723643,0.794212127976234,1.29635171532546,0.698840228462777
dump.dump_1.Light,dump,0.0350833230293448,0.0327663986079433,0.0290439144931387,0.0389733885927262,0.0380983253420982,0.023676210972485,0.0160081563165686,0.0113954246646846,0.00805757028089832,0.018172214148076,0.0165841305774146,0.0131440184667991,0.0109323052995652,0.0183043959866241,0.0133992353412657,0.0129972612412184,0.0163089236571951,0.017107300736928,0.0233522441075736,0.0251063454636263,0.0166578604454043,0.0243605203612677,0.0304382308514476,0.0178672943737956,0.0230611106614326,0.0256134668019264,0.0213700982372828,0.0221738023793724,0.0158551863833522,0.0242157577054092,0.0198545051684108,0.0249165680497295,0.0219864403849535,0.0192537188945949,0.025947211676707,0.0221721509693677
dutp.dutp_1.Light,dutp,0.00459187214953877,0.00444286686686081,0.00444505537757917,0.00459187214953877,0.00444286686686081,0.00444505537757917,0.0170281137192566,0.0113867313400357,0.0208492508984122,0.0178839511655304,0.0142205806281341,0.0132237155693438,0.0059177491028707,0.00528302873162666,0.00656742042308153,0.0059177491028707,0.00528302873162666,0.00656742042308153,0.0067864578183346,0.00584034718151327,0.00391680798622732,0.0067864578183346,0.00584034718151327,0.00391680798622732,0.00445924790061093,0.00462213866840483,0.00452476990735737,0.00445924790061093,0.00462213866840483,0.00452476990735737,0.00435072097623951,0.00422883498179849,0.00405269257188799,0.00435072097623951,0.00422883498179849,0.00405269257188799
f6p.f6p_1.Light,f6p,0.259531553169465,0.429814149164647,0.395295080887097,0.488010335823819,0.416735968533581,0.376736076784517,0.74307247131991,0.525890568800381,0.378431964497848,0.785606387164658,0.870269579514617,0.359368412103191,0.0059177491028707,0.00528302873162666,0.00656742042308153,0.0059177491028707,0.00528302873162666,0.00656742042308153,2.70080464649662,2.0772291439765,0.829040262711541,1.38481092293587,1.961758667433,1.60116542852665,0.647999130145344,0.42746944367548,0.442212317175247,0.563108905000939,0.293010629257166,0.349002296444013,0.388607264261332,0.57953447961352,0.4348360187048,0.444019207387075,0.801017936097407,0.339834476033518
fad.fad_1.Light,fad,0.0822487318438985,0.252814242467468,0.111233463156492,0.0970894716093264,0.0887189353700132,0.0899913751769021,0.17725429584637,0.120977230269092,0.122726570053957,0.217214542550691,0.108093449897249,0.158024569735243,0.187809417853064,0.148474406945646,0.181795685263182,0.152020618198437,0.178545172447893,0.235495072476167,0.208392487735879,0.192677926119776,0.115403096926987,0.171777226158744,0.169700178119383,0.130592668262764,0.120539526412162,0.135696871362559,0.123605043129981,0.0958794935538936,0.151115867906416,0.168948532487448,0.27962983399882,0.223189146924591,0.152790962248237,0.193906037143531,0.341566067385226,0.234212192293985
fdp.fdp_1.Light,fdp,3.73358131333226,5.5920205309021,3.189135629301,3.43655348408476,4.84083270786549,3.54388650574956,6.23688297867378,5.18560467873847,3.05075623292224,7.88716974176447,4.75052243724325,3.09716276162975,0.157599219324897,0.256207122277168,0.354354382361476,0.203646650088318,0.36581386631515,0.426018182380578,4.5517265657663,8.02396848869772,3.70409878442636,5.21588888853513,7.95300893624191,2.56580085691751,4.9165459712278,2.81718158865284,4.08253033749297,4.59351935540793,2.85483602250283,3.57008386672005,2.83634960283613,5.19608059134242,4.22144957204583,2.33890865308783,4.84610948184495,3.9201144632849
fum.fum_1.Light,fum,1.35568893183145,1.24243260557312,1.06808193120453,0.698963518873094,1.28919820666366,1.0950511249903,8.96578662716731,10.2982781819208,7.07845575625584,9.65630363277125,10.7885875491553,8.20061277011916,0.783335492245358,0.79761470564289,0.958599848685775,0.902290351795131,0.717265647853242,0.78334649038898,4.01594579957729,4.82920503848932,2.55299259203329,3.44137645348544,5.00891922598305,2.34192772458539,2.10798824087218,2.08983604793305,1.70833091687992,2.40668084301519,1.58645444808537,1.68265634801766,0.369589193902045,0.38489436088408,0.408249816830372,0.386484156802281,0.698976790346643,0.429120540008014
g1p.g1p_1.Light,g1p,0.42495343878279,0.478613193107169,0.471375157858168,0.301875606891122,0.272377828254423,0.26502803906866,1.23695896173462,0.962899715377102,0.580272815594365,1.18223808493721,1.00464117763022,0.653260376909741,2.94220386164112,1.72189710332842,3.65665348892481,2.53334694124891,2.36650842421133,3.57451878555182,2.37194023542374,1.79890924050295,0.975799984827933,1.15301037926332,2.38193945982149,1.95942000448831,0.538287126748744,0.411615626369601,0.639422002790011,0.687834736776363,0.362925199980294,0.530786954569014,0.339813448628282,0.570971299794243,0.25958202793581,0.268258230152603,0.684725831705682,0.208585593856306
g6p.g6p_1.Light,g6p,2.2895372182753,2.77991108329799,1.52040710947993,1.57535625989475,1.54653206741169,1.69833614556906,5.79985393765829,4.46060753341885,3.5302092808097,4.27506134383745,3.90444730597445,3.3079389952613,25.1892752891039,19.268806520816,42.9484528810655,39.6419660660335,17.1415548721403,34.3576768324105,5.99832696353976,8.32344224238141,5.75132862259377,6.84901970269118,5.22542830798636,5.44275060584335,2.74418190283077,3.44531912252991,2.6189758091534,2.70015546737542,1.81162844868338,2.22626480507284,1.93936587775705,2.95377394514113,2.10161572603175,1.37729095697705,2.03389535130375,1.58186218778843
gam6p.gam6p_1.Light,gam6p,0.366455130165212,0.566033186151359,0.435972960586999,0.489640412783554,0.480221690849081,0.335077961471102,0.781307625961008,0.733174229742576,0.611761191162918,0.771738730747191,0.706235464703624,0.783683815224483,0.531346558000618,0.49504859839588,0.680843346978034,0.687875797395074,0.502784468159925,0.627549446750295,2.30184569642316,2.59986462043609,1.31347377626228,1.85728253839688,1.74395588603727,1.54414947539131,0.38806482002787,0.48502499613991,0.435226072438287,0.576651777774005,0.636124959729382,0.585888780802597,0.355863829994366,0.895020929230108,0.403309283875451,0.43017945475856,0.533538524521136,0.334119848807443
gdp.gdp_1.Light,gdp,0.212868005674499,0.181771353780338,0.197833680249023,0.192941281683384,0.137458771447234,0.199353356226015,0.153188667575975,0.109533934351848,0.121850868822291,0.146763845926678,0.0962318663314987,0.141773257871886,0.804476113583745,1.42285426167841,0.993966298863021,0.823728275847472,1.1919729933275,1.16175691147507,0.241171998563469,0.199866189804665,0.184684525262549,0.252427815943162,0.171026426934715,0.175951051639638,0.077441899675385,0.151839464177168,0.164000490264245,0.0867327805799151,0.124401150220551,0.153563155556382,0.141086664718564,0.143075806692375,0.106737338331609,0.144662102009289,0.111543626784294,0.109319585568062
gln-L.gln-L_1.Light,gln-L,8.74383542107327,7.43941818177444,8.5346267992879,10.2236973834982,7.51096485246705,5.50122427633275,24.409030730265,13.9916995909638,20.2534247649233,26.7637210242772,14.3842702681781,18.035027583666,19.0079627371701,12.6643733507346,15.3338551016072,15.2931042653194,13.8864434882551,18.2872248079855,9.51168692991264,16.8894991997207,5.33481067867302,7.41275764901019,17.1966450320339,5.46926292291539,10.5635170339675,10.6495237711472,14.6417274765201,12.6968652290188,10.7250440351325,9.3245730305838,8.36676204961717,10.7509331109605,8.65569223162329,10.7068424132091,11.2691954067943,13.1307546199053
glu-L.glu-L_1.Light,glu-L,50.9442929388148,43.719455136854,44.0450035965441,49.3682915185871,44.3099264228339,44.9220918733778,59.9452596293744,35.196996835597,33.6484723383003,62.3641990016189,37.3294827237745,34.3172325796803,72.839957037358,79.8743285259444,84.6648428089863,81.0117207324282,86.0491749301903,100.458934701888,69.348418658295,48.7915099200027,43.2351197605778,58.1959320142871,44.3717537305057,39.4232837167684,45.5532167423143,60.810300046547,66.7456137804105,49.9853484915514,67.7518115826078,70.976205772241,87.7077110890462,135.384994129549,99.6396568979639,112.762528536038,111.727737065437,104.625540941733
glutacon.glutacon_1.Light,glutacon,20.3732109877107,39.0007757702142,19.2451565503231,34.3146620035925,20.7293797867743,31.9637080993414,178.981682104429,582.79244709131,353.018500156676,207.460755680837,720.45250654396,395.587116967525,91.5266670122274,62.638441160699,93.5570254428314,88.3804899022921,50.7432340694359,115.603320624026,72.6135714995774,58.0602360129585,46.8193844818817,92.2458317161653,63.328446723616,50.4344650033618,80.4671738062603,87.1098810412292,62.6552686607756,77.8126876544651,70.8925285540413,58.4650678419817,13.9240751569046,37.3671953882646,29.7199426731106,48.1570081740122,19.1478093344015,46.7068556877579
glx.glx_1.Light,glx,8.45603644989116,7.12474189067803,6.25959416971901,10.0686781675033,7.09946500379793,8.07756518025327,85.4360309437905,93.641465948119,41.6168966993332,53.1236659491163,81.8795529376347,52.0176412586022,39.1640261255326,39.1628745222367,41.3538056673758,35.2369768296155,28.5033165742243,39.9948967321889,64.9058759071625,85.6614605183559,44.6575801800263,75.6577306035155,58.1642236456603,35.0614053726911,50.9010995958284,58.5229340100853,69.5816554428695,58.9553758074375,33.7661525077446,53.7498890107587,23.5528854848907,36.02124022136,24.879721960677,20.4158648084736,21.9111482559612,17.1845932973053
glyc3p.glyc3p_1.Light,glyc3p,0.647235129050192,0.617665347663234,0.629446197087555,0.506856599645144,0.788520340302605,0.572665575320782,1.19984977913067,1.45146200621895,0.952060258189353,1.02452978225591,1.57967186451937,1.05846301571906,0.688125190279066,0.569374905167139,0.514613465410979,0.666778804661948,0.601211629740112,0.577820613562669,1.42517839260952,1.79302585521902,0.839087810921642,1.44459060932858,1.96291206825332,1.07278734378479,0.711469457440393,0.96251213134967,0.628403343291054,0.996548870267968,0.693189197341916,0.789039314649603,0.467688452116995,0.724397903658235,0.711059487651853,0.486632508446106,0.713264930173414,0.726177951921274
glyclt.glyclt_1.Light,glyclt,0.468005854906473,0.530297183771053,0.589326212287543,0.786365622044036,0.576750497082384,0.692139770203311,9.78486984536684,14.0553178156859,7.79814786409396,7.10166754846185,11.987976589018,9.9568740137848,0.891716610606783,0.89661502089696,0.836743757216984,0.890426614090671,0.676007692331828,0.76315157144973,1.05732656452753,1.29026036413777,0.789056861273897,1.25909909815171,0.934753048151064,0.627277522820421,5.48857429643205,5.47760975527306,8.03929484020358,6.24016152922471,3.93327175865391,5.84287303198097,0.548347547709373,0.922135716747804,0.670824451846962,0.670818515452633,0.541457509415179,0.596898482994217
gmp.gmp_1.Light,gmp,0.287920829826034,0.271728339320044,0.348828664271196,0.310254890087828,0.259500929041041,0.243542782556618,0.622711285987511,0.549713943403704,0.307700606275084,0.532514606709429,0.356093547324937,0.264213190164283,0.615677396024409,0.984391040779566,0.377052256213368,0.54586649277605,0.785531051685824,0.408588709610634,0.251744144110668,0.583752005049346,0.446776230348449,0.411513738912918,0.371425366200861,0.211711087105354,0.611159816591763,0.139051614523735,0.354796272002493,0.258251466212923,0.238814783206413,0.146885201944767,0.310142462624618,0.332275547401721,0.592291030710048,0.382405450732774,0.434889597783841,0.64914267829987
gsn.gsn_1.Light,gsn,0.00752136535551976,0.00288711839468595,0.00882197072325327,0.00658074789691964,0.00292461263674877,0.00877162913758557,0.00295015986986739,0.00106945649612778,0.00125640164923234,0.00355502748462063,0.000864972657634769,0.00142495176209859,0.0145661458864009,0.0221628840208199,0.00726325700568421,0.0158655563577856,0.0245606785353686,0.00880063036320174,,,,,,,,,,,,,0.00769039008682946,0.00156789639012355,0.00320962957854397,0.00822037577298266,0.00130641272227651,0.00293387991799088
gthox.gthox_1.Light,gthox,1.44346041667778,1.65423334828937,1.15228634034801,1.61752003074638,1.54768355009763,1.12280828529724,10.7042755083872,8.90821007985913,6.14213883324282,10.2260157344096,7.83070480460882,8.11001959486425,2.99966870814569,4.9001885692206,5.84558436873242,2.87018176421883,4.03949356595431,4.46462804298422,1.26667538021844,2.1998814043397,1.45948651570233,1.34498692705588,2.47576320699147,1.41108554648141,2.34125729780503,2.18374904919514,3.70362417699393,2.30259577413449,2.3628837642795,3.66853237058255,6.85761572199305,18.015125513584,12.8084941114701,6.80048598283412,25.3304111360276,13.7696287041051
gthrd.gthrd_1.Light,gthrd,5.99436744435441,5.57137142745073,3.99850995990243,4.46595500559583,5.66614346459046,5.11739138415438,27.8400282833271,22.87680937689,16.603078299688,30.7397039194922,21.8522444015901,18.5837378488717,14.6637511925624,18.9643898996234,22.008041113096,12.9864357252521,17.8011987158067,17.3499140144219,12.4698101583693,8.53149161595034,8.62196642369939,8.91020913877007,8.39806170680198,6.005731854119,4.9731330868514,10.5374512648011,13.2991651335165,7.08512648327567,8.55887842925699,13.2892057439193,34.5370435883971,37.3481132398099,29.1608654329042,29.244012116179,27.9939310043466,37.2811857944023
gtp.gtp_1.Light,gtp,1.1267087837797,1.60682805567446,1.56300099207286,1.00405422101984,1.68357788726796,1.0965919043122,1.07593095396678,0.594311026829369,0.796241438606582,1.19049514370306,0.634984669022512,0.874875597443985,0.584351959212438,1.43728099593466,1.41406334490254,0.706190038442015,1.2712370517329,1.13914506360656,0.888467620420767,0.485829338113619,0.803419762474844,0.773849579549427,0.611576086573759,0.815793622018928,0.604402439990898,0.769771968982595,1.16640636425768,0.71997057254329,0.717155730964134,1.06057942851165,0.623695625100627,0.711980402095051,0.525972563586891,0.530759173426026,0.768867955960515,0.573078014012433
gua.gua_1.Light,gua,0.000453457017698468,0.00308761120350009,0.0019656999456672,0.00318983031587352,0.00210170394709543,0.00201519474828547,0.0153140481452171,0.014976190908281,0.0129422771012598,0.0181971875671514,0.0141514391534044,0.0108409351884368,0.00986056898119018,0.021705515846134,0.0103883226392589,0.00812625543516169,0.0292948777139988,0.0137244008045113,,,,,,,0.0101076157915408,0.00500505558646402,0.00913723211790428,0.0103143661449039,0.0072660435859804,0.00915124397287639,0.0107167002593941,0.00750009426185252,0.00644416781617327,0.00772058800605344,0.00764018837578003,0.0059340821499207
his-L.his-L_1.Light,his-L,1.05371796002115,1.13801374317102,1.19020529019099,1.18315607576247,1.15761284923429,1.16435834220344,2.42425544972842,1.37418827084973,1.44219317207273,1.97682257637276,1.51614819193192,1.46937375742301,1.95866582028835,1.76946563402825,2.24852024817591,1.79962154581002,1.82351966521422,2.36217536402178,2.19713379373758,1.53213606667685,0.970824254485482,2.22156532895075,1.72719317269182,1.00226504091145,1.66340826276631,1.41529745005105,1.7274886012699,1.60976872472053,1.42150245027516,1.58597650748297,1.90230889855444,2.25714252503332,1.69260903522623,1.95743160139896,2.0658753111302,1.69427930991646
hxan.hxan_1.Light,hxan,0.000930619116181714,0.000384609210357033,0.000212350963519863,0.00124735543656374,0.000452681039344328,0.000367531847300992,0.00848542022496643,0.00694845919055426,0.00781559070693781,0.00943438461681257,0.00722046099706182,0.00697121194716635,0.0127288475280599,0.0106127948335334,0.0124330653452718,0.0126209622277152,0.0121676821139511,0.0134732304671726,,,,,,,0.010550522116698,0.0093097235848572,0.00933952779330736,0.0127169001081043,0.00909258475449288,0.0088793451194194,0.00780424584434506,0.00868380310829717,0.00857579454448052,0.0083454502996076,0.00795976058958755,0.00742866451177585
